track_id,track_name,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,duration_ms,key,valence,speechiness,mode,play_number,playlist_number
76p01107IKsCVwbSrTdqRM,Pacific,0.81,0.00158,0.918,125.996,0.888,-9.741,0.0738,321928,7,0.668,0.0643,1,4576,0
2cQXPqngh2HA0NnI1Jtl1c,No Way!,0.804,0.0117,0.882,126.009,0.856,-9.078,0.112,340328,7,0.275,0.0609,1,4577,0
4QEiHucPgkmL30LE52deHG,Bocado,0.797,0.000451,0.93,126.127,0.887,-8.13,0.0539,432818,5,0.263,0.0617,0,4578,0
0xN6re4hdDxQabFRfY8IfO,Sleepy Rhythm,0.793,0.0143,0.924,127.051,0.932,-8.866,0.101,398365,9,0.747,0.0742,1,4579,0
5S8cqMnTVUV3f5JiTjpMl4,What Is This,0.814,0.000143,0.841,123.011,0.788,-10.652,0.0901,410000,7,0.714,0.132,1,4580,0
7FjjcTtudATOjWY8hKWdwD,A New Day,0.81,0.0161,0.781,126.025,0.92,-9.709,0.119,443826,0,0.596,0.0506,1,4581,0
52vIroGBQ0huJSJFMNBTSQ,The Inner Truth,0.811,0.00126,0.72,124.996,0.884,-8.813,0.0721,376320,8,0.433,0.0586,0,4582,0
4Gb7a65Xi5GxaEw2vOjgTo,Planet 34,0.792,0.0345,0.836,126.014,0.799,-10.702,0.0647,367629,11,0.715,0.0655,0,4583,0
3Tcf8TRUzxWZdQR8xMyGqV,Thank U - Rossi. Remix,0.809,0.00968,0.903,127.005,0.836,-8.959,0.0622,406305,2,0.881,0.0531,1,4584,0
4VyMOtII9DNZQa3QwDuHLT,Dub Inventions: A1,0.812,0.00702,0.827,125.016,0.882,-7.293,0.0411,418080,7,0.671,0.0606,1,4585,0
4dTzOp6G8jYlba3FgZFLUf,One Morning In Staines,0.81,0.00066,0.871,125.995,0.867,-10.244,0.417,495238,9,0.381,0.0815,1,4586,0
5Z76074clRPE8ZeL05zD5j,Telegram - Original Mix,0.81,0.00314,0.78,125.976,0.914,-9.09,0.124,464747,0,0.726,0.0637,1,4587,0
6H4mPbpdKsEBxN8F8dpkRR,Catch This,0.758,0.0146,0.848,123.994,0.861,-8.929,0.105,438400,8,0.267,0.0525,0,4588,0
6JulrBaVVA3Yoc8QsFnycn,Citron,0.804,0.0116,0.776,126.0,0.867,-8.99,0.0557,381639,11,0.904,0.0695,0,4589,0
0aaTrekfgJgLiH00lnPKm7,Freya,0.64,0.000211,0.667,122.994,0.899,-10.19,0.0748,284878,11,0.288,0.0379,0,4590,0
5hr3RYHIuoHcEUQlJz9pkx,Distance,0.808,0.0195,0.709,124.01,0.905,-10.967,0.0587,501509,7,0.588,0.0507,1,4591,0
3kJUIF5JCUW16yTRcgZNC7,Classroom,0.805,0.0155,0.46,126.0,0.846,-10.943,0.0722,516496,1,0.185,0.054,1,4592,0
6mFd2NwKbeU7t9Wnjx2V14,Detune - AWSI Retuned Remix,0.803,0.0211,0.63,129.011,0.897,-10.5,0.0888,448000,4,0.476,0.0966,1,4593,0
0swfXEGZvntDJ5quBCEWYx,Luna Llena,0.811,0.0021,0.468,121.001,0.882,-10.994,0.0762,419399,10,0.211,0.0507,0,4594,0
7xDrGu61LdqobB6sZ0VqM2,Rabona,0.66,2.53e-05,0.622,130.002,0.83,-8.397,0.0924,330462,9,0.294,0.027,0,4595,0
1UBTF840gTUTQquwK34wib,Arcade,0.792,0.00596,0.913,126.987,0.9,-8.535,0.0846,365500,1,0.409,0.0824,1,4596,0
2tA5avvrOQkjNiJg6y6az4,Orion - Luci's Travel,0.81,0.00106,0.528,126.995,0.909,-12.098,0.0886,875102,8,0.646,0.0435,1,4597,0
2TUSbKRL9amtnbH5bwYnt0,Track Ten,0.552,0.00909,0.767,131.242,0.82,-14.412,0.118,361400,0,0.617,0.0343,0,4598,0
1vpHrftvMztdhsxVoCQMCo,Funky Mood,0.902,0.00132,0.632,122.99,0.841,-11.867,0.082,452765,7,0.511,0.142,1,4599,0
6fPq1hr3halmX7Q8bSWH8K,Sundance,0.801,0.00145,0.814,124.989,0.908,-11.124,0.0853,460815,10,0.38,0.0737,0,4600,0
6rlHMxDbOQsZPxLjCaBnP4,Gingo Biloba,0.811,0.0857,0.865,121.008,0.933,-9.002,0.0456,508750,0,0.838,0.0785,1,4601,0
6SIGZ4x7IVP9qbHjZxpVA1,Fresh,0.75,0.0316,0.632,122.044,0.874,-11.03,0.111,300984,5,0.506,0.0491,1,4602,0
77o4ceN125GjPAXEZ5r3oh,Passing By - Roger Gerressen Remix,0.808,0.13,0.544,126.0,0.934,-13.788,0.111,383607,7,0.941,0.0789,0,4603,0
4zRw2xBPx0Y1n7oN6INFh7,Reflect,0.811,0.00758,0.529,119.997,0.877,-10.339,0.0897,392000,0,0.691,0.0789,1,4604,0
3d4I4djaDbYmpK1d973UUL,Planitz Proposal,0.764,0.193,0.484,117.98,0.923,-12.015,0.11,523260,10,0.139,0.0496,0,4605,0
4wUPAvahUzLMWBdUYMzdNw,Basic Needs,0.691,2.51e-05,0.759,121.987,0.884,-13.046,0.114,348398,4,0.148,0.0437,0,4606,0
048txVhdADqphnbaBFtwQz,lantern (Marko Furstenberg reshape),0.575,0.00127,0.615,107.013,0.675,-12.601,0.352,521067,7,0.111,0.0335,1,4607,0
6TElrFvVH8aqryNfL0tLOn,No Image,0.812,2.12e-05,0.46,123.006,0.885,-15.097,0.0885,486187,11,0.665,0.182,0,4608,0
6DdDzmbmL6MAHFebFm1JBM,Plankton,0.36,0.0203,0.669,123.01,0.921,-12.838,0.174,478537,11,0.23,0.0333,0,4609,0
5QrE2bWl9pjS7xqC5rKrHP,Supreme Blue,0.711,0.0219,0.66,126.001,0.919,-10.773,0.116,367295,11,0.0921,0.0453,0,4610,0
7viD5dkEm7eaeGuvi4ZWBv,Delirio,0.809,0.0297,0.706,120.008,0.903,-9.339,0.0635,416132,7,0.761,0.0484,0,4611,0
2wL7FC6nS8jMeakZhPrMRc,Ease My Mind (feat. The Smoothness),0.803,0.000838,0.677,126.998,0.911,-12.229,0.0992,491374,6,0.484,0.0526,0,4612,0
0VJhzgI8tD07XPPWUPKp1j,Timewriter,0.804,0.00299,0.882,127.02,0.886,-10.418,0.0871,379135,1,0.499,0.059,1,4613,0
0aM1woscdL19B2iBkLNsRm,Shine Bright,0.828,0.012,0.653,127.005,0.853,-10.308,0.0766,351511,10,0.366,0.0967,0,4614,0
3cKS5lTbRVVPkd5QYBjpam,What U Want - Chris Stussy & Djoko aka Kolter Remix,0.727,0.0854,0.81,124.978,0.287,-10.036,0.073,526856,1,0.702,0.167,1,4615,0
71vLXAxoLgTKzykP9TBpgz,For Your Health,0.797,0.0103,0.838,132.021,0.685,-8.331,0.0666,396361,8,0.912,0.0492,0,4616,0
2G1YwmMvGn9VZI4cRagTtj,Honorus,0.806,0.0269,0.685,124.997,0.898,-10.816,0.213,518397,11,0.182,0.0602,0,4617,0
2RR47Gjs1h1qhcKFUEchWv,Rise Together,0.807,0.0172,0.754,126.008,0.902,-9.617,0.0741,315738,8,0.609,0.072,1,4618,0
0ZynC2ICh21Atgi9whPdR9,Graceful,0.818,0.00637,0.652,131.011,0.741,-10.817,0.14,371902,6,0.695,0.133,0,4619,0
0ki209ZxLDCqRw6zUv6OD5,Ikarus,0.803,0.015,0.844,127.009,0.737,-8.657,0.124,354098,11,0.62,0.0486,0,4620,0
4XBR4eWCjDH9NrzwVC0b7M,Dialer,0.825,0.109,0.637,127.012,0.727,-13.461,0.119,338726,5,0.429,0.0716,0,4621,0
0washXlWqFEj5oCjNWwA2E,Hooked on You,0.855,0.11,0.865,130.992,0.658,-7.493,0.0651,383613,8,0.781,0.0828,0,4622,0
3BIuqx09D432FYs30nstVe,Washed Away,0.822,0.00514,0.659,129.011,0.857,-8.716,0.0279,360934,8,0.44,0.15,1,4623,0
7Li6ZhmefqnNZmJsnjXFv2,Inside of You - Chris Stussy & Djoko aka Kolter Remix,0.822,0.0331,0.693,125.975,0.822,-10.199,0.0724,399023,6,0.702,0.0813,0,4624,0
6mM7LJHKDVhduD428lv5OD,Overflow,0.8,0.00153,0.929,128.024,0.904,-6.94,0.0927,196875,9,0.709,0.0606,1,4625,0
4n3Nhbk8yAkKP2Ywe0LrIO,Spank the Wurli,0.746,0.00602,0.737,128.991,0.866,-9.733,0.0812,346082,1,0.686,0.107,1,4626,0
71SItvFBcF7JIUdK4pd7Hg,Archway - Silverlining Remix,0.81,0.017,0.811,125.001,0.879,-11.342,0.666,521286,6,0.34,0.0781,1,4627,0
6ZIdSgKmqZX05H2l1qeK2S,Calea mea - Original Mix,0.802,0.00469,0.421,122.995,0.878,-12.826,0.069,441809,6,0.0635,0.0776,0,4628,0
7HRqONVpwskpMnQThxE4Yu,Beliefs - Patryk Molinari Remix,0.798,0.00683,0.874,126.044,0.892,-8.799,0.0777,401710,1,0.172,0.0654,1,4629,0
6TruBa7kh7zij2PSYTvdB4,All She Wants Is - Markus Fix Remix,0.812,0.00455,0.47,124.0,0.947,-9.508,0.107,450334,1,0.318,0.0525,1,4630,0
4dfZmvFyqlS6XHg4MyMAra,Let's Talk,0.804,0.00635,0.627,128.028,0.849,-11.2,0.101,469935,3,0.71,0.0623,0,4631,0
0sKVQnfIBNTjEZy7XiknX7,Reponce Profonde,0.804,0.00409,0.839,128.001,0.932,-7.646,0.05,450469,7,0.264,0.0425,0,4632,0
0CGeO5fyrBjq0xeWRKwQnH,Metro,0.804,0.0173,0.759,131.0,0.89,-9.193,0.0593,353894,4,0.55,0.0668,0,4633,0
2eHV1hHR0BVWG7tZblaWmg,Evolution,0.79,0.0316,0.919,125.021,0.719,-10.457,0.593,440656,6,0.301,0.0794,0,4634,0
0p5wjPVrbqDn050ExGzvDJ,Amnesia,0.809,0.011,0.336,126.0,0.703,-11.794,0.0699,409357,11,0.317,0.117,1,4635,0
5JTs7BHnTwBd8zOwoBRat3,Desire,0.81,0.000132,0.666,128.007,0.74,-10.602,0.0619,365666,9,0.678,0.0514,1,4636,0
5nhbOP4sRtqnhEm6JWvcBN,Hypnotise - East End Dubs Remix,0.809,0.000741,0.583,127.004,0.915,-9.226,0.091,397323,7,0.577,0.0614,1,4637,0
151rvi7L8tu8XVooljPGV0,First Plate 2,0.913,0.791,0.95,123.636,0.967,-5.497,0.0928,356199,7,0.329,0.233,0,4638,0
2icwj6GbPxwzXQ1mdRqWXT,Momentum,0.806,0.000523,0.826,124.973,0.515,-6.693,0.0877,422400,11,0.486,0.0839,0,4639,0
7kn99anaTT2yy2i2uaOhBH,Ventura,0.794,0.00471,0.745,126.03,0.818,-8.927,0.112,351901,8,0.648,0.0918,1,4640,0
0vE909GhT8Zq5ip1058BtG,Diplo,0.803,0.00831,0.566,125.012,0.918,-11.608,0.0936,442948,11,0.301,0.0499,0,4641,0
61dx4dVWwyYnPlFaPBAxmZ,Prima,0.811,0.00111,0.63,125.0,0.819,-10.587,0.0687,453904,1,0.629,0.0571,1,4642,0
4kAx3NX9Psu3f0s3uQydcS,No Going Back,0.882,0.000833,0.556,124.88,0.732,-8.453,0.0708,450596,2,0.6,0.176,1,4643,0
2AVkUtmWTaZXHg908qMGbv,Penthouse Boogie,0.711,0.181,0.818,127.005,0.215,-10.36,0.0715,348942,6,0.332,0.0449,0,4644,0
6ES3m4pXpPQKIM4s2JqJCb,Otro Mundo,0.809,0.000197,0.847,128.0,0.925,-8.304,0.0704,481860,11,0.586,0.0386,0,4645,0
30RxV868LEvXZvaG8UGHy9,Assembling Pieces,0.803,0.00794,0.641,126.002,0.856,-9.2,0.0538,411148,11,0.389,0.0831,1,4646,0
4UjBi0eYbPmnK2u8Umaw2E,E Fix,0.809,0.00632,0.468,122.999,0.914,-15.395,0.111,525080,7,0.337,0.066,1,4647,0
61heW4kxANGz6y3Yc6BaOj,Sapphire - Mikhu Remix,0.791,0.0949,0.859,126.026,0.921,-10.867,0.109,449535,8,0.76,0.0617,0,4648,0
6TomWo7OMmzLJ5isLaWPkm,Check Check - Mihai Popoviciu Remix,0.81,0.00133,0.507,123.007,0.92,-11.014,0.0859,424647,1,0.468,0.0492,1,4649,0
3R4TA6EQfsGSC5XKCxRz2I,Ultramarin,0.81,0.0228,0.59,120.997,0.93,-13.226,0.113,450699,0,0.132,0.0616,1,4650,0
6XGJbzogv6NNmHCap4OxA5,CN Tower,0.803,0.000995,0.765,129.205,0.887,-9.591,0.0767,390373,0,0.143,0.0414,1,4651,0
4ZC64n9iX8JBYbVFI7FRiO,Passing By,0.729,0.0217,0.678,126.004,0.926,-10.765,0.179,409253,5,0.397,0.0438,0,4652,0
0rvI1gEhjihcbVO2nalYLp,Melted,0.891,0.00539,0.466,124.009,0.883,-10.309,0.0523,390344,6,0.948,0.125,0,4653,0
2FJHQtSRI1RtQf59MhhaBg,Deja vu,0.806,0.0138,0.769,123.994,0.868,-12.564,0.108,487752,1,0.671,0.0508,0,4654,0
6YZdnmVSX8NzVQ0f7otKI6,Fade,0.82,0.00392,0.786,126.991,0.822,-10.075,0.112,434896,1,0.0914,0.0575,1,4655,0
5iLiKv58I9v5ERgYt1ADwC,Indica Mornings - Ben Rau Remix,0.81,0.0448,0.915,123.999,0.927,-9.724,0.107,412000,0,0.417,0.0752,1,4656,0
5I1cqmfFVPk3xIFOqQ5Uc0,Solid Moonshine - Original Mix,0.803,0.23,0.797,125.997,0.919,-11.168,0.0736,431145,6,0.355,0.135,0,4657,0
3uZ5AhoW9HTwYJKntuDU5T,Shades - Teluric Remix,0.8,0.00195,0.493,129.001,0.894,-11.036,0.11,449288,6,0.759,0.136,0,4658,0
3oqT1ni0srnTPvCQVFa4yz,Overcome,0.833,0.00403,0.617,126.008,0.737,-9.606,0.0868,495238,1,0.231,0.149,1,4659,0
5IsnQf79pG1xD6RtzOOFuG,Good Morning,0.796,0.188,0.919,127.009,0.874,-9.119,0.0955,412000,7,0.797,0.0643,1,4660,0
457o5iisuqacHGvkVVZLrM,Communication,0.787,0.0324,0.548,123.016,0.903,-14.225,0.112,429151,7,0.493,0.0458,1,4661,0
4ZFq5cbqGww4vcQa4TNsUC,Looped Reflections - Laughing Man's Terminal Edit,0.809,0.0102,0.626,125.016,0.918,-12.373,0.0928,445529,2,0.0531,0.05,1,4662,0
0jlBmWPq3FDFPgOVAwcgXh,Moving Dub - Deep Spelle Remix,0.865,0.0294,0.421,124.005,0.836,-10.14,0.28,475574,11,0.466,0.0748,0,4663,0
2cWDhpDPrGLxRuNabs4S7L,On Falling,0.775,0.24,0.423,121.004,0.885,-11.572,0.115,357058,8,0.592,0.0398,1,4664,0
4cMoQ4Aq5NVVVNaGnT2YZi,Planetarium,0.811,0.00213,0.477,123.008,0.95,-15.261,0.0948,578219,6,0.264,0.0607,1,4665,0
2S7DEhGRlWUbLfA80yTSzC,Savon,0.809,0.000268,0.832,126.009,0.903,-11.455,0.0931,422857,2,0.638,0.0545,1,4666,0
06lPXlp3XGj4pWlHsQIEOq,Insomnie,0.805,9.17e-05,0.469,128.009,0.928,-11.325,0.0982,420000,9,0.532,0.0761,0,4667,0
7n8tF8oTK4wGFVi1I1iBgy,Move Dub - Steve O'Sullivan Remix,0.811,0.0203,0.624,124.003,0.843,-11.106,0.111,428800,1,0.49,0.0531,1,4668,0
4E0ERam22sD5m6wCNHKAiC,Foreal - Seb Zito Remix,0.805,0.0013,0.878,126.997,0.913,-10.775,0.127,424503,1,0.618,0.0691,1,4669,0
2QztGu0rZeiSLKCPUvcGld,Soul Is Life - Mihai Popoviciu Remix,0.81,8.2e-05,0.767,123.007,0.893,-9.627,0.0598,423419,6,0.541,0.0584,0,4670,0
1hea8PbhMDM15ENdHCckSE,Accomodation,0.807,0.00469,0.7,122.992,0.853,-13.653,0.301,624636,1,0.629,0.081,1,4671,0
09GUoBFkZmMNBQ2h4JFsZT,House For All - Original Mix,0.952,0.0618,0.677,120.088,0.731,-19.287,0.126,234373,0,0.437,0.0553,1,4672,0
7uTKidLC756IRkIHcexE4j,Juicy Street,0.81,0.00117,0.854,123.0,0.914,-8.318,0.093,380269,0,0.599,0.0743,0,4673,0
5KIdA2tBiWnXRT2T9Wo4Vs,"Hostom ZZZ, pt. 3",0.812,0.234,0.65,123.993,0.94,-10.397,0.111,404516,6,0.384,0.0759,0,4674,0
2eIHheTkRZGzq5j4jiJVT9,"Hostom001, pt. 2",0.79,0.000319,0.708,125.005,0.725,-11.498,0.106,526748,6,0.405,0.0566,0,4675,0
2AlObmsvfdquvBLdGViQIp,"Hostom002, pt. 1",0.809,0.000153,0.64,127.013,0.912,-10.434,0.0743,515906,8,0.307,0.0516,0,4676,0
2mv59YREbB2edRqpdXX9jZ,Cotton Candy,0.797,0.0276,0.753,128.025,0.937,-9.07,0.0636,466230,5,0.658,0.0704,0,4677,0
3R7gH9CbmCoXnKttJpDmNX,Rave Vision,0.796,0.00182,0.683,127.995,0.874,-8.211,0.0914,421807,1,0.346,0.0665,0,4678,0
4EPzWbCrwQrL2gsMV9IpTX,Politics Of Dancing X Djebali,0.806,0.0788,0.675,124.009,0.87,-8.271,0.0711,406452,1,0.195,0.095,1,4679,0
4VaCtM8YX6pIh7YYIOHXcx,First New Dance - Original Mix,0.817,0.0993,0.617,127.005,0.903,-10.898,0.107,710639,2,0.496,0.052,1,4680,0
4JPQCXTf6FugwbQ1FXL7lP,Apoplex,0.81,0.00413,0.703,124.992,0.915,-10.672,0.108,416640,1,0.126,0.0599,0,4681,0
4nkiLES9CY0vksXWwXW151,Ra,0.807,0.000412,0.522,126.026,0.904,-11.405,0.124,426667,10,0.492,0.0606,0,4682,0
6CR1HBCA2i3dI1WXsXg1kt,Mindshift,0.794,0.00533,0.606,121.996,0.739,-12.915,0.131,322623,7,0.303,0.0446,1,4683,0
7DvnyHSrbSLVfac3tZVYO1,Serious - Original Mix,0.81,0.00019,0.655,126.001,0.938,-12.085,0.113,446470,4,0.214,0.0642,0,4684,0
1oc2532pBPnKLxUbJ7POEt,Senses,0.808,0.00244,0.933,128.032,0.91,-10.986,0.0827,416343,1,0.0362,0.0534,0,4685,0
0Ac8f5geLSPZuZIiOuSUJX,Take It There,0.811,0.000106,0.447,127.598,0.898,-12.637,0.595,432727,1,0.369,0.058,1,4686,0
4A0EDHfIJSkCxxjZ9AbY73,Mislead,0.796,0.00818,0.907,127.984,0.87,-9.143,0.0755,300000,6,0.867,0.0681,1,4687,0
0fsGUjer9Hin6ZOb7Ds7Ii,Airflow,0.812,4.99e-05,0.934,123.011,0.857,-7.943,0.0437,608781,1,0.342,0.0708,1,4688,0
5q6UWi8kTuxp47qBu4W4ck,Selfless State,0.816,0.00034,0.524,123.998,0.815,-10.939,0.103,373574,9,0.547,0.0684,1,4689,0
0zgGQGX81xIbYwsphWxMYU,Tunnelvision,0.808,0.000283,0.659,123.052,0.94,-7.875,0.0915,375534,10,0.548,0.06,0,4690,0
2R8jKFTRXlrQiyVAlESK0C,Brooklyn Tears,0.838,0.000939,0.795,120.0,0.803,-8.461,0.105,358585,4,0.236,0.0706,0,4691,0
5gfpOfgzmOkIbQDmuMhToU,Flashback - Original Mix,0.808,0.00147,0.718,123.003,0.933,-9.352,0.0842,437525,4,0.582,0.06,1,4692,0
5uSuWFMv3z6V1Ah2nragRa,Confusion - Original Mix,0.811,0.000102,0.805,126.009,0.903,-9.19,0.066,452623,7,0.621,0.053,1,4693,0
5xkZgeLjNpjgRJEi2baguM,Wild Thing - Original Mix,0.808,0.000567,0.765,126.037,0.817,-10.139,0.0259,491928,9,0.614,0.0619,0,4694,0
6F2BT7bzTLRyuJLTnUwj00,Ricochet - Original Mix,0.809,0.000171,0.884,125.99,0.95,-9.324,0.0609,429000,0,0.292,0.0556,1,4695,0
62q6jcbHb9rKineV6QIfDx,Believer - Original,0.819,0.00187,0.636,125.997,0.302,-12.888,0.0812,825531,8,0.796,0.0499,0,4696,0
1gttBHTr2i7TOSmrnSnGNW,The Message - Original Mix,0.81,0.003,0.6,125.004,0.924,-12.026,0.0946,518640,4,0.748,0.0512,1,4697,0
6kuc4vOw53Mln9YI0Vk3rK,Paradise - Original,0.806,0.0292,0.954,124.002,0.901,-7.34,0.0731,458736,10,0.515,0.0422,0,4698,0
3qk2YLhuJ9Qu3a9T2zW3wi,Latitude Zero - Sublee 44.4268 N Remix,0.803,0.117,0.863,126.995,0.904,-7.286,0.1,190866,1,0.742,0.0431,1,4699,0
2wIdcBvSajkX00rksGKCaJ,Nene,0.805,0.0222,0.595,125.026,0.922,-11.353,0.112,384000,2,0.463,0.052,0,4700,0
2JirFa98ZLQYZ823lmLWfq,Junktion,0.805,0.0363,0.571,124.999,0.924,-13.11,0.108,525407,1,0.151,0.0973,1,4701,0
4VncS5zrTnrUsEK66eYvkF,Tars,0.721,0.215,0.414,124.029,0.887,-9.594,0.0963,441300,2,0.333,0.0572,1,4702,0
03fF86uquiqMjstKl0oxeE,Deep In Dub (Zzzzra Minimal Techno),0.682,0.863,0.375,124.987,0.877,-19.602,0.115,444473,7,0.311,0.0411,0,4703,0
6R7o7tp5juUvawLgTccgL4,Aircross,0.805,0.00196,0.702,127.004,0.899,-11.646,0.0624,408189,11,0.44,0.0495,0,4704,0
3iDZTY777Tvw05xjM4Quz8,MOi 07 A,0.803,0.00478,0.551,126.008,0.891,-11.163,0.108,548579,6,0.553,0.128,1,4705,0
30raEd3JWAaHz4FzG7L36O,MOi 07 B,0.808,0.00398,0.51,125.997,0.909,-9.974,0.0782,503817,11,0.587,0.0889,0,4706,0
6yUe3UJ6ZCjfe8JVAQobe8,MOI006 A,0.748,0.0259,0.78,127.013,0.869,-10.01,0.0649,518740,7,0.359,0.0529,1,4707,0
4RzakBFfwC2d5WkWfHBla5,Ritual of the Body - Club Mix,0.795,0.00771,0.797,120.01,0.533,-8.746,0.346,346000,0,0.668,0.0684,1,4708,0
7n8Swu6RiPhtBgRlGUD7AT,Don't Dribble - Radio Version,0.805,0.0169,0.546,125.007,0.923,-10.112,0.0815,206765,7,0.451,0.0619,0,4709,0
3AivobcVMXk1N4Es3qz37h,Vacum,0.807,0.00487,0.651,124.996,0.831,-13.146,0.097,400000,4,0.415,0.0594,0,4710,0
0cqigu3Mxr2UU47MZuZ35H,A,0.804,0.00058,0.783,126.999,0.881,-10.062,0.0777,514968,2,0.492,0.0932,1,4711,0
1HL6CYg4nDO7gvCxuxAyrZ,Boost,0.796,0.00174,0.815,129.015,0.917,-12.447,0.048,446984,6,0.424,0.0835,0,4712,0
55tT3N9ND06hUhZHBdGJpZ,High Hill,0.807,0.000151,0.776,124.008,0.907,-8.959,0.0375,452905,10,0.651,0.0806,0,4713,0
280cFwcQoqTD5QHctY9RSx,Heartbreaker,0.805,0.000396,0.938,130.002,0.856,-7.316,0.0642,472631,8,0.93,0.0609,1,4714,0
7iUxHYCYe2fhlJ7YbBZ9Nh,Deeply,0.813,0.031,0.634,124.003,0.886,-11.769,0.0742,388097,6,0.734,0.0646,0,4715,0
0EFDZgG8w6bpZirlS620EU,Scania - S.A.M. Reshape,0.806,0.000989,0.944,124.997,0.876,-9.718,0.0891,449603,6,0.255,0.0425,1,4716,0
40EcyIQoY1429p3gGiI63l,Bloom,0.808,0.0202,0.845,126.044,0.941,-8.128,0.0767,274284,1,0.665,0.0414,1,4717,0
4UolDJX4PKcMSoC9VPWHj1,After Storm,0.806,0.00606,0.567,121.998,0.909,-10.83,0.133,464000,10,0.33,0.0612,0,4718,0
2wpZN1Ip5frfHARyXHRCb8,003_Police,0.762,0.0456,0.527,124.992,0.716,-11.27,0.134,449280,8,0.318,0.0424,0,4719,0
1ErKNs1SMOa9KL7YMXNVCU,002_Police,0.807,0.000515,0.694,127.992,0.864,-10.741,0.0642,423750,1,0.72,0.0562,1,4720,0
21mprR2ry3jZAFTPEot3Lr,49.3,0.815,0.00396,0.812,123.011,0.745,-8.756,0.14,443415,0,0.53,0.067,1,4721,0
6yc4v3pUY3apSOysgpBxU6,Maraboutage,0.774,0.000102,0.751,123.98,0.913,-10.516,0.067,445280,1,0.627,0.0521,1,4722,0
5SKTyFibP0h1NuQBxzFokO,Wellington,0.787,0.00193,0.678,126.004,0.892,-9.38,0.112,434286,11,0.376,0.0392,1,4723,0
3MZeXMeGlwLNrROR73BPsc,Take Over,0.809,0.0046,0.595,126.007,0.863,-11.421,0.105,426667,1,0.0613,0.0515,0,4724,0
4Hh4sQCglt6Pk11B4agztI,Spre Nicaieri,0.8,0.00123,0.512,126.039,0.852,-10.177,0.159,533333,10,0.363,0.0838,0,4725,0
05Mp0EXiIUzouHyB5zu6yz,Target - Original Mix,0.81,0.0454,0.433,124.983,0.911,-16.233,0.112,430082,1,0.495,0.0656,1,4726,0
6h74UyFJrWjTDOPzU9gKDq,Ban,0.81,0.313,0.74,123.01,0.947,-14.582,0.0979,468293,2,0.531,0.0578,0,4727,0
5Gzqq6A5hegfY0SlGVxtEq,Year Since,0.69,0.382,0.534,124.97,0.896,-13.185,0.112,391693,10,0.221,0.0452,0,4728,0
0NHpqIvdAbW5aXZOpDfPDJ,Awake,0.756,0.244,0.701,124.995,0.918,-14.24,0.111,445445,6,0.133,0.0527,0,4729,0
1D45Zp0p9FSNw2cZlTMwF2,Break From Life,0.704,0.0332,0.603,125.011,0.764,-11.515,0.112,414721,5,0.62,0.0832,0,4730,0
6yGN1M06M4NMCXeczMXkoV,Dune Sea,0.765,0.149,0.576,122.012,0.82,-12.506,0.1,440659,2,0.521,0.0695,1,4731,0
1e1ZtR1fjFbGrXYZU1vdoL,Great Notice,0.743,0.421,0.663,125.004,0.832,-12.478,0.111,430079,10,0.387,0.0778,0,4732,0
4N4AuITamOD7SYKOk6mXPi,Head Under The Waves,0.791,0.0514,0.475,122.006,0.908,-14.684,0.111,385574,11,0.327,0.0875,0,4733,0
0LwQ3yZyVOnUhfJjXtQLBW,Sirena - Original Mix,0.811,0.000529,0.272,124.971,0.877,-15.287,0.108,460798,10,0.346,0.239,0,4734,0
7k4pU2Rr9oBZXDPZQ1uwWL,Pushin,0.807,0.0243,0.816,127.0,0.943,-7.309,0.0299,431183,11,0.378,0.0504,0,4735,0
0fmCB92t0EQ0mjR5660FOC,Tangomango - Soundopamine Remix,0.813,8.03e-05,0.819,122.0,0.876,-12.284,0.0653,409180,6,0.598,0.0524,0,4736,0
04X6BpOcHdjsmfZ0gTIxxC,Anatomy - Soundopamine Remix,0.809,0.00154,0.524,121.994,0.332,-11.948,0.0889,377705,0,0.506,0.0603,1,4737,0
3ogIpgRj7oMGMynUWSEzsx,Outerspace - Soundopamine Remix,0.809,0.00119,0.669,126.012,0.874,-11.652,0.085,567619,10,0.211,0.0596,0,4738,0
03J1haSsXvZEX2sNFNpXSa,Ia-o la Padure,0.809,0.562,0.651,119.997,0.95,-15.135,0.118,480500,5,0.699,0.0435,1,4739,0
2TkXR38ch7SLddETc9zwWY,Dopamin,0.81,0.028,0.473,124.013,0.804,-12.827,0.091,464507,6,0.513,0.0696,1,4740,0
5FmcjcyQGAJ1qLBsoi2q1E,QR - Radio Version,0.896,0.0275,0.499,125.034,0.66,-14.571,0.111,331429,8,0.363,0.0879,1,4741,0
7ooGUndNjHyZPElnjkaP4S,For the First Time - M.a.s. Zizu in Evolution,0.786,0.000181,0.676,126.996,0.926,-10.06,0.0817,536759,10,0.161,0.0573,0,4742,0
2X5itB9OVFg8Y6vAhhCF8x,Persona,0.728,0.0109,0.818,125.039,0.6,-7.47,0.0893,370485,7,0.417,0.155,1,4743,0
2n78qfS5pDA1GcCZL2UOXW,Plastique People - 23 Version,0.812,7.82e-05,0.741,128.997,0.0147,-6.013,0.101,382303,7,0.851,0.042,1,4744,0
7neCNwej9qMwqzKSANRAk4,Missed Call,0.803,0.00107,0.84,128.993,0.934,-8.9,0.121,374070,10,0.637,0.0429,0,4745,0
